section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
25925,RLST,262D,01,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
25926,RLST,262D,02,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25927,RLST,262D,03,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25960,RLST,262D,04,Discussion Section,Th 5.00-5.50,Th 5:00pm-5:50pm,,Th 5:00pm-5:50pm,"{'Thursday': ('17:00', '17:50', '')}"
26046,RLST,262D,05,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
26430,RLST,262D,06,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
26558,RLST,262D,07,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
26594,RLST,262D,08,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25204,RLST,402D,01,Discussion section,T 2.30-3.20,T 2:30pm-3:20pm,,T 2:30pm-3:20pm,"{'Tuesday': ('14:30', '15:20', '')}"
25206,RLST,402D,02,Discussion section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25375,RSEE,268D,01,Discussion Section,M 9.25-10.15,M 9:25am-10:15am,,M 9:25am-10:15am,"{'Monday': ('9:25', '10:15', '')}"
25378,RSEE,268D,02,Discussion Section,M 11.35-12.25,M 11:35am-12:25am,,M 11:35am-12:25am,"{'Monday': ('11:35', '12:25', '')}"
25381,RSEE,268D,03,Discussion Section,W 1.30-2.20,W 1:30pm-2:20pm,,W 1:30pm-2:20pm,"{'Wednesday': ('13:30', '14:20', '')}"
25384,RSEE,268D,04,Discussion Section,W 3.30-4.20,W 3:30pm-4:20pm,,W 3:30pm-4:20pm,"{'Wednesday': ('15:30', '16:20', '')}"
25387,RSEE,268D,05,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
25390,RSEE,268D,06,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25393,RSEE,268D,07,Discussion Section,Th 4.30-5.20,Th 4:30pm-5:20pm,,Th 4:30pm-5:20pm,"{'Thursday': ('16:30', '17:20', '')}"
25396,RSEE,268D,08,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25399,RSEE,268D,09,Discussion Section,F 3.30-4.20,F 3:30pm-4:20pm,,F 3:30pm-4:20pm,"{'Friday': ('15:30', '16:20', '')}"
25402,RSEE,268D,10,Discussion Section,F 4.30-5.20,F 4:30pm-5:20pm,,F 4:30pm-5:20pm,"{'Friday': ('16:30', '17:20', '')}"
26371,RSEE,268D,11,Discussion Section,T 3.30-4.20,T 3:30pm-4:20pm,,T 3:30pm-4:20pm,"{'Tuesday': ('15:30', '16:20', '')}"
26368,RSEE,268D,12,Discussion Section,W 8.00-8.50p,W 8:00pm-8:50pm,,W 8:00pm-8:50pm,"{'Wednesday': ('20:00', '20:50', '')}"
25814,RUSS,260D,01,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
25816,RUSS,260D,02,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25821,S&DS,175D,01,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25823,S&DS,175D,02,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25721,SAST,266D,01,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25725,SAST,266D,02,Discussion Section,Th 5.00-5.50,Th 5:00pm-5:50pm,,Th 5:00pm-5:50pm,"{'Thursday': ('17:00', '17:50', '')}"
25729,SAST,266D,03,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
26017,SAST,266D,04,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25434,SAST,330D,01,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25436,SAST,330D,02,Discussion Section,Th 3.30-4.20,Th 3:30pm-4:20pm,,Th 3:30pm-4:20pm,"{'Thursday': ('15:30', '16:20', '')}"
25438,SAST,330D,03,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25440,SAST,330D,04,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
25735,SAST,374D,01,Discussion Section,,,,,{}
25737,SAST,374D,02,Discussion Section,,,,,{}
25880,SOCY,126D,01,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
25882,SOCY,126D,02,Discussion Section,T 5.00-5.50,T 5:00pm-5:50pm,,T 5:00pm-5:50pm,"{'Tuesday': ('17:00', '17:50', '')}"
25884,SOCY,126D,03,Discussion Section,Th 4.00-4.50,Th 4:00pm-4:50pm,,Th 4:00pm-4:50pm,"{'Thursday': ('16:00', '16:50', '')}"
25886,SOCY,126D,04,Discussion Section,Th 5.00-5.50,Th 5:00pm-5:50pm,,Th 5:00pm-5:50pm,"{'Thursday': ('17:00', '17:50', '')}"
25888,SOCY,126D,05,Discussion Section,M 4.00-4.50,M 4:00pm-4:50pm,,M 4:00pm-4:50pm,"{'Monday': ('16:00', '16:50', '')}"
25890,SOCY,126D,06,Discussion Section,M 5.00-5.50,M 5:00pm-5:50pm,,M 5:00pm-5:50pm,"{'Monday': ('17:00', '17:50', '')}"
26550,SOCY,126D,07,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
26552,SOCY,126D,08,Discussion Section,W 11.35-12.25,W 11:35am-12:25am,,W 11:35am-12:25am,"{'Wednesday': ('11:35', '12:25', '')}"
25158,SOCY,153D,01,Discussion Section,W 1.30-2.20,W 1:30pm-2:20pm,,W 1:30pm-2:20pm,"{'Wednesday': ('13:30', '14:20', '')}"
25162,SOCY,153D,02,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25166,SOCY,153D,03,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
25170,SOCY,153D,04,Discussion Section,F 2.30-3.20,F 2:30pm-3:20pm,,F 2:30pm-3:20pm,"{'Friday': ('14:30', '15:20', '')}"
25743,SOCY,153D,05,GRADUATE STUDENTS ONLY,T 4.30-5.20,T 4:30pm-5:20pm,,T 4:30pm-5:20pm,"{'Tuesday': ('16:30', '17:20', '')}"
25841,SOCY,153D,06,Discussion Section,,,,,{}
25845,SOCY,153D,07,Discussion Section,,,,,{}
25849,SOCY,153D,08,Discussion Section,T 10.30-11.20,T 10:30am-11:20am,,T 10:30am-11:20am,"{'Tuesday': ('10:30', '11:20', '')}"
25853,SOCY,153D,09,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
25857,SOCY,153D,10,Discussion Section,,,,,{}
25861,SOCY,153D,11,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25865,SOCY,153D,12,Discussion Section,,,,,{}
25869,SOCY,153D,13,Discussion Section,,,,,{}
25974,SOCY,153D,14,Discussion Section,T 1.30-2.20,T 1:30pm-2:20pm,,T 1:30pm-2:20pm,"{'Tuesday': ('13:30', '14:20', '')}"
26008,SOCY,153D,15,Discussion Section,Th 1.30-2.20,Th 1:30pm-2:20pm,,Th 1:30pm-2:20pm,"{'Thursday': ('13:30', '14:20', '')}"
25822,SOCY,163D,01,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25824,SOCY,163D,02,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25034,SOCY,230D,01,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
25037,SOCY,230D,02,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
25799,SOCY,230D,03,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
25802,SOCY,230D,04,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
25266,THST,262D,01,Discussion Section,F 9.00-9.50,F 9:00am-9:50am,,F 9:00am-9:50am,"{'Friday': ('9:00', '9:50', '')}"
25270,THST,262D,02,Discussion Section,F 11.00-11.50,F 11:00am-11:50am,,F 11:00am-11:50am,"{'Friday': ('11:00', '11:50', '')}"
25274,THST,262D,03,Discussion Section,,,,,{}
26462,THST,262D,04,Discussion Section,,,,,{}
25702,URBN,280D,01,Discussion Section,W 3.30-4.20,W 3:30pm-4:20pm,,W 3:30pm-4:20pm,"{'Wednesday': ('15:30', '16:20', '')}"
25706,URBN,280D,02,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
25982,URBN,280D,03,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
25986,URBN,280D,04,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
25990,URBN,280D,05,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
25994,URBN,280D,06,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
25998,URBN,280D,07,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
26052,URBN,280D,08,Discussion Section,,,,,{}
26472,URBN,280D,09,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
26476,URBN,280D,10,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
26609,URBN,280D,11,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
25545,WGSS,194D,01,Discussion Section,Th 4.00-4.50,Th 4:00pm-4:50pm,,Th 4:00pm-4:50pm,"{'Thursday': ('16:00', '16:50', '')}"
25547,WGSS,194D,02,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25549,WGSS,194D,03,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
26210,WGSS,194D,04,Discussion Section,W 4.30-5.20,W 4:30pm-5:20pm,,W 4:30pm-5:20pm,"{'Wednesday': ('16:30', '17:20', '')}"
24784,WGSS,266D,01,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
24786,WGSS,266D,02,Discussion Section,W 5.00-5.50,W 5:00pm-5:50pm,,W 5:00pm-5:50pm,"{'Wednesday': ('17:00', '17:50', '')}"
