section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
25720,MMES,126D,01,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25724,MMES,126D,02,Discussion Section,Th 5.00-5.50,Th 5:00pm-5:50pm,,Th 5:00pm-5:50pm,"{'Thursday': ('17:00', '17:50', '')}"
25728,MMES,126D,03,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
26016,MMES,126D,04,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
24997,MMES,364D,01,Discussion Section,W 9.25-10.15,W 9:25am-10:15am,,W 9:25am-10:15am,"{'Wednesday': ('9:25', '10:15', '')}"
24999,MMES,364D,02,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
25001,MMES,364D,03,Discussion Section,W 2.30-3.20,W 2:30pm-3:20pm,,W 2:30pm-3:20pm,"{'Wednesday': ('14:30', '15:20', '')}"
25003,MMES,364D,04,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
25977,MMES,364D,05,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25195,PHIL,115D,01,Discussion Section,M 11.35-12.25,M 11:35am-12:25am,,M 11:35am-12:25am,"{'Monday': ('11:35', '12:25', '')}"
25196,PHIL,115D,02,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
25197,PHIL,115D,03,Discussion Section,Th 1.30-2.20,Th 1:30pm-2:20pm,,Th 1:30pm-2:20pm,"{'Thursday': ('13:30', '14:20', '')}"
25198,PHIL,115D,04,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25539,PHIL,115D,05,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
26547,PHIL,115D,06,Discussion Section,M 4.00-4.50,M 4:00pm-4:50pm,,M 4:00pm-4:50pm,"{'Monday': ('16:00', '16:50', '')}"
26548,PHIL,115D,07,Discussion Section,T 5.00-5.50,T 5:00pm-5:50pm,,T 5:00pm-5:50pm,"{'Tuesday': ('17:00', '17:50', '')}"
25746,PHIL,126D,01,Discussion Section,T 1.30-2.20,T 1:30pm-2:20pm,,T 1:30pm-2:20pm,"{'Tuesday': ('13:30', '14:20', '')}"
25747,PHIL,126D,02,Discussion Section,T 3.30-4.20,T 3:30pm-4:20pm,,T 3:30pm-4:20pm,"{'Tuesday': ('15:30', '16:20', '')}"
25748,PHIL,126D,03,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
25749,PHIL,126D,04,Discussion Section,,,,,{}
25750,PHIL,126D,05,Discussion Section,Th 3.30-4.20,Th 3:30pm-4:20pm,,Th 3:30pm-4:20pm,"{'Thursday': ('15:30', '16:20', '')}"
25751,PHIL,126D,06,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
26398,PHIL,126D,07,Discussion Section,,,,,{}
26481,PHIL,126D,08,Discussion Section,T 3.30-4.20,T 3:30pm-4:20pm,,T 3:30pm-4:20pm,"{'Tuesday': ('15:30', '16:20', '')}"
25199,PHIL,128D,01,Discussion Section,,,,,{}
25200,PHIL,128D,02,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25245,PHIL,128D,03,Discussion Section,M 1.30-2.20,M 1:30pm-2:20pm,,M 1:30pm-2:20pm,"{'Monday': ('13:30', '14:20', '')}"
25246,PHIL,128D,04,Discussion Section,M 2.30-3.20,M 2:30pm-3:20pm,,M 2:30pm-3:20pm,"{'Monday': ('14:30', '15:20', '')}"
26395,PHIL,128D,05,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25207,PHIL,175D,01,Discussion Section,T 5.00-5.50,T 5:00pm-5:50pm,,T 5:00pm-5:50pm,"{'Tuesday': ('17:00', '17:50', '')}"
25208,PHIL,175D,02,Discussion Section,T 7.00-7.50p,T 7:00pm-7:50pm,,T 7:00pm-7:50pm,"{'Tuesday': ('19:00', '19:50', '')}"
25209,PHIL,175D,03,Discussion Section,Th 1.30-2.20,Th 1:30pm-2:20pm,,Th 1:30pm-2:20pm,"{'Thursday': ('13:30', '14:20', '')}"
25210,PHIL,175D,04,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25211,PHIL,175D,05,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25212,PHIL,175D,06,Discussion Section,M 11.35-12.25,M 11:35am-12:25am,,M 11:35am-12:25am,"{'Monday': ('11:35', '12:25', '')}"
25961,PHIL,175D,07,Discussion Section,M 7.00-7.50p,M 7:00pm-7:50pm,,M 7:00pm-7:50pm,"{'Monday': ('19:00', '19:50', '')}"
25962,PHIL,175D,08,Discussion Section,M 8.00-8.50p,M 8:00pm-8:50pm,,M 8:00pm-8:50pm,"{'Monday': ('20:00', '20:50', '')}"
25203,PHIL,326D,01,Discussion Section,T 2.30-3.20,T 2:30pm-3:20pm,,T 2:30pm-3:20pm,"{'Tuesday': ('14:30', '15:20', '')}"
25205,PHIL,326D,02,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
24958,PHYS,166LD,01,Lab Section,M 1.30-4.30,M 1:30pm-4:30pm,,M 1:30pm-4:30pm,"{'Monday': ('13:30', '16:30', '')}"
24959,PHYS,166LD,02,Lab Section,M 1.30-4.30,M 1:30pm-4:30pm,,M 1:30pm-4:30pm,"{'Monday': ('13:30', '16:30', '')}"
24960,PHYS,166LD,03,Lab Section,T 1.30-4.30,T 1:30pm-4:30pm,,T 1:30pm-4:30pm,"{'Tuesday': ('13:30', '16:30', '')}"
24961,PHYS,166LD,04,Lab Section,T 1.30-4.30,T 1:30pm-4:30pm,,T 1:30pm-4:30pm,"{'Tuesday': ('13:30', '16:30', '')}"
24962,PHYS,166LD,05,Lab Section,T 1.30-4.30,T 1:30pm-4:30pm,,T 1:30pm-4:30pm,"{'Tuesday': ('13:30', '16:30', '')}"
24963,PHYS,166LD,06,Lab Section,W 1.30-4.30,W 1:30pm-4:30pm,,W 1:30pm-4:30pm,"{'Wednesday': ('13:30', '16:30', '')}"
24964,PHYS,166LD,07,Lab Section,W 1.30-4.30,W 1:30pm-4:30pm,,W 1:30pm-4:30pm,"{'Wednesday': ('13:30', '16:30', '')}"
24965,PHYS,166LD,08,Lab Section,Th 11.35-2.35,Th 11:35am-2:35pm,,Th 11:35am-2:35pm,"{'Thursday': ('11:35', '14:35', '')}"
24966,PHYS,166LD,09,Lab Section,Th 11.35-2.35,Th 11:35am-2:35pm,,Th 11:35am-2:35pm,"{'Thursday': ('11:35', '14:35', '')}"
24967,PHYS,166LD,10,Lab Section,Th 3.30-6.30p,Th 3:30pm-6:30pm,,Th 3:30pm-6:30pm,"{'Thursday': ('15:30', '18:30', '')}"
24968,PHYS,166LD,11,Lab Section,Th 3.30-6.30p,Th 3:30pm-6:30pm,,Th 3:30pm-6:30pm,"{'Thursday': ('15:30', '18:30', '')}"
24969,PHYS,166LD,12,Lab Section,Th 3.30-6.30p,Th 3:30pm-6:30pm,,Th 3:30pm-6:30pm,"{'Thursday': ('15:30', '18:30', '')}"
24970,PHYS,166LD,13,Lab Section,Th 3.30-6.30p,Th 3:30pm-6:30pm,,Th 3:30pm-6:30pm,"{'Thursday': ('15:30', '18:30', '')}"
24971,PHYS,166LD,14,Lab Section,Th 3.30-6.30p,Th 3:30pm-6:30pm,,Th 3:30pm-6:30pm,"{'Thursday': ('15:30', '18:30', '')}"
24972,PHYS,166LD,15,Lab Section,Th 3.30-6.30p,Th 3:30pm-6:30pm,,Th 3:30pm-6:30pm,"{'Thursday': ('15:30', '18:30', '')}"
24973,PHYS,166LD,16,Lab Section,F 8.20-11.20,F 8:20am-11:20am,,F 8:20am-11:20am,"{'Friday': ('8:20', '11:20', '')}"
24974,PHYS,166LD,17,Lab Section,F 8.20-11.20,F 8:20am-11:20am,,F 8:20am-11:20am,"{'Friday': ('8:20', '11:20', '')}"
24975,PHYS,166LD,18,Lab Section,F 11.35-2.35,F 11:35am-2:35pm,,F 11:35am-2:35pm,"{'Friday': ('11:35', '14:35', '')}"
24976,PHYS,166LD,19,Lab Section,F 11.35-2.35,F 11:35am-2:35pm,,F 11:35am-2:35pm,"{'Friday': ('11:35', '14:35', '')}"
24977,PHYS,166LD,20,Lab Section,F 11.35-2.35,F 11:35am-2:35pm,,F 11:35am-2:35pm,"{'Friday': ('11:35', '14:35', '')}"
24632,PHYS,205LD,01,Lab Section,T 1.30-4.30,T 1:30pm-4:30pm,,T 1:30pm-4:30pm,"{'Tuesday': ('13:30', '16:30', '')}"
24629,PHYS,205LD,02,Lab Section,W 1.30-4.30,W 1:30pm-4:30pm,,W 1:30pm-4:30pm,"{'Wednesday': ('13:30', '16:30', '')}"
24630,PHYS,205LD,03,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
24631,PHYS,205LD,04,Lab Section,F 9.25-12.25,F 9:25am-12:25am,,F 9:25am-12:25am,"{'Friday': ('9:25', '12:25', '')}"
24634,PHYS,206LD,01,Lab Section,T 1.30-4.30,T 1:30pm-4:30pm,,T 1:30pm-4:30pm,"{'Tuesday': ('13:30', '16:30', '')}"
24635,PHYS,206LD,02,Lab Section,W 1.30-4.30,W 1:30pm-4:30pm,,W 1:30pm-4:30pm,"{'Wednesday': ('13:30', '16:30', '')}"
24636,PHYS,206LD,03,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
24637,PHYS,206LD,04,Lab Section,F 9.25-12.25,F 9:25am-12:25am,,F 9:25am-12:25am,"{'Friday': ('9:25', '12:25', '')}"
25005,PLSC,111D,01,Discussion Section,Th 1.30-2.20,Th 1:30pm-2:20pm,,Th 1:30pm-2:20pm,"{'Thursday': ('13:30', '14:20', '')}"
25006,PLSC,111D,02,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25007,PLSC,111D,03,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
25008,PLSC,111D,04,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25009,PLSC,111D,05,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
25010,PLSC,111D,06,Discussion Section,F 2.30-3.20,F 2:30pm-3:20pm,,F 2:30pm-3:20pm,"{'Friday': ('14:30', '15:20', '')}"
25876,PLSC,111D,07,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25877,PLSC,111D,08,Discussion Section,F 11.35-12.50,F 11:35am-12:50am,,F 11:35am-12:50am,"{'Friday': ('11:35', '12:50', '')}"
25089,PLSC,118D,01,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25083,PLSC,118D,02,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25084,PLSC,118D,03,Discussion Section,M 1.30-2.20,M 1:30pm-2:20pm,,M 1:30pm-2:20pm,"{'Monday': ('13:30', '14:20', '')}"
25085,PLSC,118D,04,Discussion Section,Th 3.30-4.20,Th 3:30pm-4:20pm,,Th 3:30pm-4:20pm,"{'Thursday': ('15:30', '16:20', '')}"
25086,PLSC,118D,05,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25087,PLSC,118D,06,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25088,PLSC,118D,07,Discussion Section,M 3.30-4.20,M 3:30pm-4:20pm,,M 3:30pm-4:20pm,"{'Monday': ('15:30', '16:20', '')}"
25152,PLSC,118D,08,Discussion Section,,,,,{}
25955,PLSC,118D,09,Discussion Section,M 2.30-3.20,M 2:30pm-3:20pm,,M 2:30pm-3:20pm,"{'Monday': ('14:30', '15:20', '')}"
25956,PLSC,118D,10,Discussion Section,M 4.30-5.20,M 4:30pm-5:20pm,,M 4:30pm-5:20pm,"{'Monday': ('16:30', '17:20', '')}"
25957,PLSC,118D,11,Discussion Section,M 7.00-7.50p,M 7:00pm-7:50pm,,M 7:00pm-7:50pm,"{'Monday': ('19:00', '19:50', '')}"
25637,PLSC,148D,01,Discussion Section,,,,,{}
26514,PLSC,148D,02,Discussion Section,W 3.30-4.20,W 3:30pm-4:20pm,,W 3:30pm-4:20pm,"{'Wednesday': ('15:30', '16:20', '')}"
26516,PLSC,148D,03,Discussion Section,Th 5.00-5.50,Th 5:00pm-5:50pm,,Th 5:00pm-5:50pm,"{'Thursday': ('17:00', '17:50', '')}"
26518,PLSC,148D,04,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
26520,PLSC,148D,05,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
25074,PLSC,172D,01,Enrollment Section,,,,,{}
25011,PLSC,205D,01,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
25012,PLSC,205D,02,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25896,PLSC,205D,03,Discussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25897,PLSC,205D,04,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
26026,PLSC,205D,05,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
25024,PLSC,214D,01,Discussion Section,W 4.30-5.20,W 4:30pm-5:20pm,,W 4:30pm-5:20pm,"{'Wednesday': ('16:30', '17:20', '')}"
25025,PLSC,214D,02,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
25026,PLSC,214D,03,Discussion Section,W 3.30-4.20,W 3:30pm-4:20pm,,W 3:30pm-4:20pm,"{'Wednesday': ('15:30', '16:20', '')}"
25027,PLSC,214D,04,Discussion Section,W 4.30-5.20,W 4:30pm-5:20pm,,W 4:30pm-5:20pm,"{'Wednesday': ('16:30', '17:20', '')}"
25028,PLSC,214D,05,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
25029,PLSC,214D,06,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25030,PLSC,214D,07,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
25031,PLSC,214D,08,Discussion Section,Th 9.00-9.50p,Th 9:00pm-9:50pm,,Th 9:00pm-9:50pm,"{'Thursday': ('21:00', '21:50', '')}"
25108,PLSC,257D,01,Discussion Section,M 1.30-2.20,M 1:30pm-2:20pm,,M 1:30pm-2:20pm,"{'Monday': ('13:30', '14:20', '')}"
25109,PLSC,257D,02,Discussion Section,M 2.30-3.20,M 2:30pm-3:20pm,,M 2:30pm-3:20pm,"{'Monday': ('14:30', '15:20', '')}"
25110,PLSC,257D,03,Discussion Section,M 7.00-7.50p,M 7:00pm-7:50pm,,M 7:00pm-7:50pm,"{'Monday': ('19:00', '19:50', '')}"
25111,PLSC,257D,04,Discussion Section,M 8.00-8.50p,M 8:00pm-8:50pm,,M 8:00pm-8:50pm,"{'Monday': ('20:00', '20:50', '')}"
25112,PLSC,257D,05,Discussion Section,W 1.30-2.20,W 1:30pm-2:20pm,,W 1:30pm-2:20pm,"{'Wednesday': ('13:30', '14:20', '')}"
25113,PLSC,257D,06,Discussion Section,W 2.30-3.20,W 2:30pm-3:20pm,,W 2:30pm-3:20pm,"{'Wednesday': ('14:30', '15:20', '')}"
25114,PLSC,257D,07,Discussion Section,T 8.00-8.50p,T 8:00pm-8:50pm,,T 8:00pm-8:50pm,"{'Tuesday': ('20:00', '20:50', '')}"
25115,PLSC,257D,08,Discussion Section,Th 8.00-8.50p,Th 8:00pm-8:50pm,,Th 8:00pm-8:50pm,"{'Thursday': ('20:00', '20:50', '')}"
25116,PLSC,257D,09,Discussion Section,T 9.25-10.15,T 9:25am-10:15am,,T 9:25am-10:15am,"{'Tuesday': ('9:25', '10:15', '')}"
25117,PLSC,257D,10,Discussion Section,W 9.25-10.15,W 9:25am-10:15am,,W 9:25am-10:15am,"{'Wednesday': ('9:25', '10:15', '')}"
25118,PLSC,257D,11,Discussion Section,F 2.30-3.20,F 2:30pm-3:20pm,,F 2:30pm-3:20pm,"{'Friday': ('14:30', '15:20', '')}"
25119,PLSC,257D,12,Discussion Section,F 3.30-4.20,F 3:30pm-4:20pm,,F 3:30pm-4:20pm,"{'Friday': ('15:30', '16:20', '')}"
25120,PLSC,257D,13,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
25121,PLSC,257D,14,Discussion Section,T 5.00-5.50,T 5:00pm-5:50pm,,T 5:00pm-5:50pm,"{'Tuesday': ('17:00', '17:50', '')}"
25122,PLSC,257D,15,Discussion Section,M 7.00-7.50p,M 7:00pm-7:50pm,,M 7:00pm-7:50pm,"{'Monday': ('19:00', '19:50', '')}"
25123,PLSC,257D,16,Discussion Section,M 8.00-8.50p,M 8:00pm-8:50pm,,M 8:00pm-8:50pm,"{'Monday': ('20:00', '20:50', '')}"
25124,PLSC,257D,17,Discussion Section,,,,,{}
25125,PLSC,257D,18,Discussion Section,,,,,{}
25126,PLSC,257D,19,Discussion Section,,,,,{}
25127,PLSC,257D,20,Discussion Section,,,,,{}
25021,PLSC,341D,01,Discussion Section,,,,,{}
25023,PLSC,341D,02,Discussion Section,,,,,{}
25579,PLSC,341D,03,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
25581,PLSC,341D,04,Discussion Section,Th 4.00-4.50,Th 4:00pm-4:50pm,,Th 4:00pm-4:50pm,"{'Thursday': ('16:00', '16:50', '')}"
25016,PLSC,346D,01,Discussion Section,M 5.00-5.50,M 5:00pm-5:50pm,,M 5:00pm-5:50pm,"{'Monday': ('17:00', '17:50', '')}"
25019,PLSC,346D,02,Discussion Section,T 5.00-5.50,T 5:00pm-5:50pm,,T 5:00pm-5:50pm,"{'Tuesday': ('17:00', '17:50', '')}"
25033,PLSC,387D,01,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
25036,PLSC,387D,02,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
25798,PLSC,387D,03,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
25801,PLSC,387D,04,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
24998,PLSC,396D,01,Discussion Section,W 9.25-10.15,W 9:25am-10:15am,,W 9:25am-10:15am,"{'Wednesday': ('9:25', '10:15', '')}"
25000,PLSC,396D,02,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
25002,PLSC,396D,03,Discussion Section,W 2.30-3.20,W 2:30pm-3:20pm,,W 2:30pm-3:20pm,"{'Wednesday': ('14:30', '15:20', '')}"
25004,PLSC,396D,04,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
25978,PLSC,396D,05,Discussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25078,PLSC,432D,01,Discussion Section,,,,,{}
25077,PLSC,432D,02,Discussion Section,,,,,{}
25249,PSYC,110D,01,Discussion Section,T 1.30-2.20,T 1:30pm-2:20pm,,T 1:30pm-2:20pm,"{'Tuesday': ('13:30', '14:20', '')}"
25250,PSYC,110D,02,Discussion Section,T 2.30-3.20,T 2:30pm-3:20pm,,T 2:30pm-3:20pm,"{'Tuesday': ('14:30', '15:20', '')}"
25251,PSYC,110D,03,Discussion Section,W 2.30-3.20,W 2:30pm-3:20pm,,W 2:30pm-3:20pm,"{'Wednesday': ('14:30', '15:20', '')}"
25252,PSYC,110D,04,Discussion Section,W 3.30-4.20,W 3:30pm-4:20pm,,W 3:30pm-4:20pm,"{'Wednesday': ('15:30', '16:20', '')}"
25253,PSYC,110D,05,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
25254,PSYC,110D,06,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25255,PSYC,110D,07,Discussion Section,Th 1.30-2.20,Th 1:30pm-2:20pm,,Th 1:30pm-2:20pm,"{'Thursday': ('13:30', '14:20', '')}"
25256,PSYC,110D,08,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25257,PSYC,110D,09,Discussion Section,W 9.25-10.15,W 9:25am-10:15am,,W 9:25am-10:15am,"{'Wednesday': ('9:25', '10:15', '')}"
25258,PSYC,110D,10,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
26024,PSYC,110D,11,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
26025,PSYC,110D,12,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
25233,PSYC,200D,01,Discussion Section,W 3.30-4.20,W 3:30pm-4:20pm,,W 3:30pm-4:20pm,"{'Wednesday': ('15:30', '16:20', '')}"
25234,PSYC,200D,02,Discussion Section,W 4.00-4.50,W 4:00pm-4:50pm,,W 4:00pm-4:50pm,"{'Wednesday': ('16:00', '16:50', '')}"
25235,PSYC,200D,03,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
25236,PSYC,200D,04,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
25237,PSYC,200D,05,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
25238,PSYC,200D,06,Discussion Section,Th 4.00-4.50,Th 4:00pm-4:50pm,,Th 4:00pm-4:50pm,"{'Thursday': ('16:00', '16:50', '')}"
25239,PSYC,200D,07,Discussion Section,W 9.25-10.15,W 9:25am-10:15am,,W 9:25am-10:15am,"{'Wednesday': ('9:25', '10:15', '')}"
25240,PSYC,200D,08,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
25241,PSYC,200D,09,Discussion Section,T 2.30-3.20,T 2:30pm-3:20pm,,T 2:30pm-3:20pm,"{'Tuesday': ('14:30', '15:20', '')}"
25242,PSYC,200D,10,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25243,PSYC,200D,11,Discussion Section,F 10.30-11.20,F 10:30am-11:20am,,F 10:30am-11:20am,"{'Friday': ('10:30', '11:20', '')}"
25244,PSYC,200D,12,Discussion Section,F 11.35-12.25,F 11:35am-12:25am,,F 11:35am-12:25am,"{'Friday': ('11:35', '12:25', '')}"
25157,PSYC,336D,01,Discussion Section,W 1.30-2.20,W 1:30pm-2:20pm,,W 1:30pm-2:20pm,"{'Wednesday': ('13:30', '14:20', '')}"
25161,PSYC,336D,02,Discussion Section,Th 10.30-11.20,Th 10:30am-11:20am,,Th 10:30am-11:20am,"{'Thursday': ('10:30', '11:20', '')}"
25165,PSYC,336D,03,Discussion Section,F 1.30-2.20,F 1:30pm-2:20pm,,F 1:30pm-2:20pm,"{'Friday': ('13:30', '14:20', '')}"
25169,PSYC,336D,04,Discussion Section,F 2.30-3.20,F 2:30pm-3:20pm,,F 2:30pm-3:20pm,"{'Friday': ('14:30', '15:20', '')}"
25742,PSYC,336D,05,GRADUATE STUDENTS ONLY,T 4.30-5.20,T 4:30pm-5:20pm,,T 4:30pm-5:20pm,"{'Tuesday': ('16:30', '17:20', '')}"
25840,PSYC,336D,06,Discussion Section,,,,,{}
25844,PSYC,336D,07,Discussion Section,,,,,{}
25848,PSYC,336D,08,Discussion Section,T 10.30-11.20,T 10:30am-11:20am,,T 10:30am-11:20am,"{'Tuesday': ('10:30', '11:20', '')}"
25852,PSYC,336D,09,Discussion Section,W 10.30-11.20,W 10:30am-11:20am,,W 10:30am-11:20am,"{'Wednesday': ('10:30', '11:20', '')}"
25856,PSYC,336D,10,Discussion Section,,,,,{}
25860,PSYC,336D,11,Discussion Section,Th 2.30-3.20,Th 2:30pm-3:20pm,,Th 2:30pm-3:20pm,"{'Thursday': ('14:30', '15:20', '')}"
25864,PSYC,336D,12,Discussion Section,,,,,{}
25868,PSYC,336D,13,Discussion Section,,,,,{}
25973,PSYC,336D,14,Discussion Section,T 1.30-2.20,T 1:30pm-2:20pm,,T 1:30pm-2:20pm,"{'Tuesday': ('13:30', '14:20', '')}"
26007,PSYC,336D,15,Discussion Section,Th 1.30-2.20,Th 1:30pm-2:20pm,,Th 1:30pm-2:20pm,"{'Thursday': ('13:30', '14:20', '')}"
