section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
14680,BIOL,101D,11,Discussion Section,W 5.00-5.50 ONLINE,W 5:00pm-5:50pm,ONLINE,W 5:00pm-5:50pm in ONLINE,"{'Wednesday': ('17:00', '17:50', 'ONLINE')}"
14566,BIOL,102D,01,Discussion Section,W 9.00-9.50p ONLINE,W 9:00pm-9:50pm,ONLINE,W 9:00pm-9:50pm in ONLINE,"{'Wednesday': ('21:00', '21:50', 'ONLINE')}"
14567,BIOL,102D,02,Discussion Section,W 9.00-9.50p ONLINE,W 9:00pm-9:50pm,ONLINE,W 9:00pm-9:50pm in ONLINE,"{'Wednesday': ('21:00', '21:50', 'ONLINE')}"
14568,BIOL,102D,03,Discussion Section,Th 9.25-10.15 ONLINE,Th 9:25am-10:15am,ONLINE,Th 9:25am-10:15am in ONLINE,"{'Thursday': ('9:25', '10:15', 'ONLINE')}"
14569,BIOL,102D,04,Discussion Section,Th 10.30-11.20 ONLINE,Th 10:30am-11:20am,ONLINE,Th 10:30am-11:20am in ONLINE,"{'Thursday': ('10:30', '11:20', 'ONLINE')}"
14570,BIOL,102D,05,Discussion Section,Th 10.30-11.20 ONLINE,Th 10:30am-11:20am,ONLINE,Th 10:30am-11:20am in ONLINE,"{'Thursday': ('10:30', '11:20', 'ONLINE')}"
14571,BIOL,102D,06,Discussion Section,Th 7.00-7.50p ONLINE,Th 7:00pm-7:50pm,ONLINE,Th 7:00pm-7:50pm in ONLINE,"{'Thursday': ('19:00', '19:50', 'ONLINE')}"
14572,BIOL,102D,07,Discussion Section,Th 7.00-7.50p ONLINE,Th 7:00pm-7:50pm,ONLINE,Th 7:00pm-7:50pm in ONLINE,"{'Thursday': ('19:00', '19:50', 'ONLINE')}"
14573,BIOL,102D,08,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14574,BIOL,102D,09,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14575,BIOL,102D,10,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
15116,BIOL,102D,11,Discussion Section,W 5.00-5.50 ONLINE,W 5:00pm-5:50pm,ONLINE,W 5:00pm-5:50pm in ONLINE,"{'Wednesday': ('17:00', '17:50', 'ONLINE')}"
14576,BIOL,103D,01,Discussion Section,W 7.00-7.50p ONLINE,W 7:00pm-7:50pm,ONLINE,W 7:00pm-7:50pm in ONLINE,"{'Wednesday': ('19:00', '19:50', 'ONLINE')}"
14577,BIOL,103D,02,Discussion Section,Th 9.25-10.15 ONLINE,Th 9:25am-10:15am,ONLINE,Th 9:25am-10:15am in ONLINE,"{'Thursday': ('9:25', '10:15', 'ONLINE')}"
14578,BIOL,103D,03,Discussion Section,Th 10.30-11.20 ONLINE,Th 10:30am-11:20am,ONLINE,Th 10:30am-11:20am in ONLINE,"{'Thursday': ('10:30', '11:20', 'ONLINE')}"
14579,BIOL,103D,04,Discussion Section,Th 9.00-9.50p ONLINE,Th 9:00pm-9:50pm,ONLINE,Th 9:00pm-9:50pm in ONLINE,"{'Thursday': ('21:00', '21:50', 'ONLINE')}"
14580,BIOL,103D,05,Discussion Section,Th 9.00-9.50p ONLINE,Th 9:00pm-9:50pm,ONLINE,Th 9:00pm-9:50pm in ONLINE,"{'Thursday': ('21:00', '21:50', 'ONLINE')}"
14581,BIOL,103D,06,Discussion Section,F 11.35-12.25 WTS A72,F 11:35am-12:25am,WTS A72,F 11:35am-12:25am in WTS A72,"{'Friday': ('11:35', '12:25', 'WTS A72')}"
14582,BIOL,103D,07,Discussion Section,F 11.35-12.25 WTS A35,F 11:35am-12:25am,WTS A35,F 11:35am-12:25am in WTS A35,"{'Friday': ('11:35', '12:25', 'WTS A35')}"
14583,BIOL,103D,08,Discussion Section,W 1.30-2.20 ONLINE,W 1:30pm-2:20pm,ONLINE,W 1:30pm-2:20pm in ONLINE,"{'Wednesday': ('13:30', '14:20', 'ONLINE')}"
14584,BIOL,103D,09,Discussion Section,,,,,{}
14585,BIOL,104D,01,Discussion Section,W 7.00-7.50p ONLINE,W 7:00pm-7:50pm,ONLINE,W 7:00pm-7:50pm in ONLINE,"{'Wednesday': ('19:00', '19:50', 'ONLINE')}"
14586,BIOL,104D,02,Discussion Section,Th 9.25-10.15 ONLINE,Th 9:25am-10:15am,ONLINE,Th 9:25am-10:15am in ONLINE,"{'Thursday': ('9:25', '10:15', 'ONLINE')}"
14587,BIOL,104D,03,Discussion Section,Th 10.30-11.20 ONLINE,Th 10:30am-11:20am,ONLINE,Th 10:30am-11:20am in ONLINE,"{'Thursday': ('10:30', '11:20', 'ONLINE')}"
14588,BIOL,104D,04,Discussion Section,Th 9.00-9.50p ONLINE,Th 9:00pm-9:50pm,ONLINE,Th 9:00pm-9:50pm in ONLINE,"{'Thursday': ('21:00', '21:50', 'ONLINE')}"
14589,BIOL,104D,05,Discussion Section,Th 9.00-9.50p ONLINE,Th 9:00pm-9:50pm,ONLINE,Th 9:00pm-9:50pm in ONLINE,"{'Thursday': ('21:00', '21:50', 'ONLINE')}"
14590,BIOL,104D,06,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14591,BIOL,104D,07,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
15224,BIOL,104D,08,Discussion Section,W 1.30-2.20 ONLINE,W 1:30pm-2:20pm,ONLINE,W 1:30pm-2:20pm in ONLINE,"{'Wednesday': ('13:30', '14:20', 'ONLINE')}"
14184,CGSC,282D,01,Discussion Section,,,,,{}
14187,CGSC,282D,02,Discussion Section,,,,,{}
14190,CGSC,282D,03,Discussion Section,,,,,{}
14193,CGSC,282D,04,Discussion Section,,,,,{}
14196,CGSC,282D,05,Discussion Section,,,,,{}
14199,CGSC,282D,06,Discussion Section,,,,,{}
14755,CHEM,134LD,01,Lab Section,M 1.00-5.00 SCL 228,M 1:00pm-5:00pm,SCL 228,M 1:00pm-5:00pm in SCL 228,"{'Monday': ('13:00', '17:00', 'SCL 228')}"
14756,CHEM,134LD,02,Lab Section,T 1.00-5.00 SCL 228,T 1:00pm-5:00pm,SCL 228,T 1:00pm-5:00pm in SCL 228,"{'Tuesday': ('13:00', '17:00', 'SCL 228')}"
14757,CHEM,134LD,03,Lab Section,W 1.00-5.00 SCL 228,W 1:00pm-5:00pm,SCL 228,W 1:00pm-5:00pm in SCL 228,"{'Wednesday': ('13:00', '17:00', 'SCL 228')}"
14758,CHEM,134LD,04,Lab Section,Th 1.00-5.00 SCL 228,Th 1:00pm-5:00pm,SCL 228,Th 1:00pm-5:00pm in SCL 228,"{'Thursday': ('13:00', '17:00', 'SCL 228')}"
14759,CHEM,134LD,05,Lab Section,F 1.00-5.00 SCL 228,F 1:00pm-5:00pm,SCL 228,F 1:00pm-5:00pm in SCL 228,"{'Friday': ('13:00', '17:00', 'SCL 228')}"
14760,CHEM,134LD,06,Lab Section,M 1.00-5.00 SCL 228,M 1:00pm-5:00pm,SCL 228,M 1:00pm-5:00pm in SCL 228,"{'Monday': ('13:00', '17:00', 'SCL 228')}"
14761,CHEM,134LD,07,Lab Section,M 1.00-5.00 SCL 228,M 1:00pm-5:00pm,SCL 228,M 1:00pm-5:00pm in SCL 228,"{'Monday': ('13:00', '17:00', 'SCL 228')}"
14762,CHEM,134LD,08,Lab Section,M 1.00-5.00 SCL 228,M 1:00pm-5:00pm,SCL 228,M 1:00pm-5:00pm in SCL 228,"{'Monday': ('13:00', '17:00', 'SCL 228')}"
14763,CHEM,134LD,09,Lab Section,M 1.00-5.00 ONLINE,M 1:00pm-5:00pm,ONLINE,M 1:00pm-5:00pm in ONLINE,"{'Monday': ('13:00', '17:00', 'ONLINE')}"
14764,CHEM,134LD,10,Lab Section,T 1.00-5.00 SCL 228,T 1:00pm-5:00pm,SCL 228,T 1:00pm-5:00pm in SCL 228,"{'Tuesday': ('13:00', '17:00', 'SCL 228')}"
14765,CHEM,134LD,11,Lab Section,T 1.00-5.00 SCL 228,T 1:00pm-5:00pm,SCL 228,T 1:00pm-5:00pm in SCL 228,"{'Tuesday': ('13:00', '17:00', 'SCL 228')}"
14766,CHEM,134LD,12,Lab Section,T 1.00-5.00 ONLINE,T 1:00pm-5:00pm,ONLINE,T 1:00pm-5:00pm in ONLINE,"{'Tuesday': ('13:00', '17:00', 'ONLINE')}"
14767,CHEM,134LD,13,Lab Section,W 1.00-5.00 SCL 228,W 1:00pm-5:00pm,SCL 228,W 1:00pm-5:00pm in SCL 228,"{'Wednesday': ('13:00', '17:00', 'SCL 228')}"
14768,CHEM,134LD,14,Lab Section,W 1.00-5.00 SCL 228,W 1:00pm-5:00pm,SCL 228,W 1:00pm-5:00pm in SCL 228,"{'Wednesday': ('13:00', '17:00', 'SCL 228')}"
14769,CHEM,134LD,15,Lab Section,W 1.00-5.00 ONLINE,W 1:00pm-5:00pm,ONLINE,W 1:00pm-5:00pm in ONLINE,"{'Wednesday': ('13:00', '17:00', 'ONLINE')}"
14770,CHEM,134LD,16,Lab Section,Th 1.00-5.00 SCL 228,Th 1:00pm-5:00pm,SCL 228,Th 1:00pm-5:00pm in SCL 228,"{'Thursday': ('13:00', '17:00', 'SCL 228')}"
14771,CHEM,134LD,17,Lab Section,Th 1.00-5.00 SCL 228,Th 1:00pm-5:00pm,SCL 228,Th 1:00pm-5:00pm in SCL 228,"{'Thursday': ('13:00', '17:00', 'SCL 228')}"
14772,CHEM,134LD,18,Lab Section,Th 1.00-5.00 ONLINE,Th 1:00pm-5:00pm,ONLINE,Th 1:00pm-5:00pm in ONLINE,"{'Thursday': ('13:00', '17:00', 'ONLINE')}"
14773,CHEM,134LD,19,Lab Section,F 1.00-5.00 SCL 228,F 1:00pm-5:00pm,SCL 228,F 1:00pm-5:00pm in SCL 228,"{'Friday': ('13:00', '17:00', 'SCL 228')}"
14774,CHEM,134LD,20,Lab Section,F 1.00-5.00 SCL 228,F 1:00pm-5:00pm,SCL 228,F 1:00pm-5:00pm in SCL 228,"{'Friday': ('13:00', '17:00', 'SCL 228')}"
14775,CHEM,134LD,21,Lab Section,F 1.00-5.00 SCL 228,F 1:00pm-5:00pm,SCL 228,F 1:00pm-5:00pm in SCL 228,"{'Friday': ('13:00', '17:00', 'SCL 228')}"
14776,CHEM,134LD,22,Lab Section,F 1.00-5.00 SCL 228,F 1:00pm-5:00pm,SCL 228,F 1:00pm-5:00pm in SCL 228,"{'Friday': ('13:00', '17:00', 'SCL 228')}"
14777,CHEM,134LD,23,Lab Section,F 1.00-5.00 ONLINE,F 1:00pm-5:00pm,ONLINE,F 1:00pm-5:00pm in ONLINE,"{'Friday': ('13:00', '17:00', 'ONLINE')}"
14778,CHEM,134LD,24,Lab Section,,,,,{}
14779,CHEM,134LD,25,Lab Section,,,,,{}
14780,CHEM,134LD,26,Lab Section,,,,,{}
14781,CHEM,134LD,27,Lab Section,,,,,{}
14782,CHEM,134LD,28,Lab Section,,,,,{}
14783,CHEM,134LD,29,Lab Section,,,,,{}
14784,CHEM,134LD,30,Lab Section,,,,,{}
14785,CHEM,134LD,31,Lab Section,,,,,{}
14786,CHEM,134LD,32,Lab Section,,,,,{}
14787,CHEM,134LD,33,Lab Section,,,,,{}
14788,CHEM,134LD,34,Lab Section,,,,,{}
14789,CHEM,134LD,35,Lab Section,,,,,{}
14790,CHEM,134LD,36,Lab Section,,,,,{}
14791,CHEM,134LD,37,Lab Section,,,,,{}
14792,CHEM,134LD,38,Lab Section,,,,,{}
14793,CHEM,134LD,39,Lab Section,,,,,{}
14794,CHEM,134LD,40,Lab Section,,,,,{}
14795,CHEM,134LD,41,Lab Section,,,,,{}
14796,CHEM,134LD,42,Lab Section,,,,,{}
14797,CHEM,136LD,01,Lab Section,Th 1.00-5.00 ONLINE,Th 1:00pm-5:00pm,ONLINE,Th 1:00pm-5:00pm in ONLINE,"{'Thursday': ('13:00', '17:00', 'ONLINE')}"
,CHEM,136LD,01,Lab Section,Th 1.00-5.00 SCL 230,Th 1:00pm-5:00pm,SCL 230,Th 1:00pm-5:00pm in SCL 230,"{'Thursday': ('13:00', '17:00', 'SCL 230')}"
14954,CHEM,161D,01,Discussion Section,T 11.35-12.25 ONLINE,T 11:35am-12:25am,ONLINE,T 11:35am-12:25am in ONLINE,"{'Tuesday': ('11:35', '12:25', 'ONLINE')}"
14955,CHEM,161D,02,Discussion Section,T 2.30-3.20 ONLINE,T 2:30pm-3:20pm,ONLINE,T 2:30pm-3:20pm in ONLINE,"{'Tuesday': ('14:30', '15:20', 'ONLINE')}"
14956,CHEM,161D,03,Discussion Section,T 7.00-7.50p ONLINE,T 7:00pm-7:50pm,ONLINE,T 7:00pm-7:50pm in ONLINE,"{'Tuesday': ('19:00', '19:50', 'ONLINE')}"
14957,CHEM,161D,04,Discussion Section,T 11.35-12.25 ONLINE,T 11:35am-12:25am,ONLINE,T 11:35am-12:25am in ONLINE,"{'Tuesday': ('11:35', '12:25', 'ONLINE')}"
14958,CHEM,161D,05,Discussion Section,W 11.35-12.25 ONLINE,W 11:35am-12:25am,ONLINE,W 11:35am-12:25am in ONLINE,"{'Wednesday': ('11:35', '12:25', 'ONLINE')}"
14959,CHEM,161D,06,Discussion Section,W 2.30-3.20 ONLINE,W 2:30pm-3:20pm,ONLINE,W 2:30pm-3:20pm in ONLINE,"{'Wednesday': ('14:30', '15:20', 'ONLINE')}"
14960,CHEM,161D,07,Discussion Section,W 7.00-7.50p ONLINE,W 7:00pm-7:50pm,ONLINE,W 7:00pm-7:50pm in ONLINE,"{'Wednesday': ('19:00', '19:50', 'ONLINE')}"
14961,CHEM,161D,08,Discussion Section,W 9.00-9.50p ONLINE,W 9:00pm-9:50pm,ONLINE,W 9:00pm-9:50pm in ONLINE,"{'Wednesday': ('21:00', '21:50', 'ONLINE')}"
14962,CHEM,161D,09,Discussion Section,Th 11.35-12.25 ONLINE,Th 11:35am-12:25am,ONLINE,Th 11:35am-12:25am in ONLINE,"{'Thursday': ('11:35', '12:25', 'ONLINE')}"
14963,CHEM,161D,10,Discussion Section,Th 2.30-3.20 ONLINE,Th 2:30pm-3:20pm,ONLINE,Th 2:30pm-3:20pm in ONLINE,"{'Thursday': ('14:30', '15:20', 'ONLINE')}"
14964,CHEM,161D,11,Discussion Section,Th 7.00-7.50p ONLINE,Th 7:00pm-7:50pm,ONLINE,Th 7:00pm-7:50pm in ONLINE,"{'Thursday': ('19:00', '19:50', 'ONLINE')}"
14965,CHEM,161D,12,Discussion Section,Th 9.00-9.50p ONLINE,Th 9:00pm-9:50pm,ONLINE,Th 9:00pm-9:50pm in ONLINE,"{'Thursday': ('21:00', '21:50', 'ONLINE')}"
14966,CHEM,161D,13,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14967,CHEM,161D,14,Discussion Section,F 1.30-2.20 ONLINE,F 1:30pm-2:20pm,ONLINE,F 1:30pm-2:20pm in ONLINE,"{'Friday': ('13:30', '14:20', 'ONLINE')}"
14968,CHEM,161D,15,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14969,CHEM,161D,16,Discussion Section,,,,,{}
15814,CHEM,161D,17,Discussion Section,T 11.35-12.25 ONLINE,T 11:35am-12:25am,ONLINE,T 11:35am-12:25am in ONLINE,"{'Tuesday': ('11:35', '12:25', 'ONLINE')}"
15815,CHEM,161D,18,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14970,CHEM,163D,01,Discussion Section,M 11.35-12.25 ONLINE,M 11:35am-12:25am,ONLINE,M 11:35am-12:25am in ONLINE,"{'Monday': ('11:35', '12:25', 'ONLINE')}"
14971,CHEM,163D,02,Discussion Section,M 1.30-2.20 ONLINE,M 1:30pm-2:20pm,ONLINE,M 1:30pm-2:20pm in ONLINE,"{'Monday': ('13:30', '14:20', 'ONLINE')}"
14972,CHEM,163D,03,Discussion Section,M 7.00-7.50p ONLINE,M 7:00pm-7:50pm,ONLINE,M 7:00pm-7:50pm in ONLINE,"{'Monday': ('19:00', '19:50', 'ONLINE')}"
14973,CHEM,163D,04,Discussion Section,M 1.30-2.20 ONLINE,M 1:30pm-2:20pm,ONLINE,M 1:30pm-2:20pm in ONLINE,"{'Monday': ('13:30', '14:20', 'ONLINE')}"
14974,CHEM,163D,05,Discussion Section,T 11.35-12.25 ONLINE,T 11:35am-12:25am,ONLINE,T 11:35am-12:25am in ONLINE,"{'Tuesday': ('11:35', '12:25', 'ONLINE')}"
14975,CHEM,163D,06,Discussion Section,T 2.30-3.20 ONLINE,T 2:30pm-3:20pm,ONLINE,T 2:30pm-3:20pm in ONLINE,"{'Tuesday': ('14:30', '15:20', 'ONLINE')}"
14976,CHEM,163D,07,Discussion Section,T 7.00-7.50p ONLINE,T 7:00pm-7:50pm,ONLINE,T 7:00pm-7:50pm in ONLINE,"{'Tuesday': ('19:00', '19:50', 'ONLINE')}"
14977,CHEM,163D,08,Discussion Section,T 7.00-7.50p ONLINE,T 7:00pm-7:50pm,ONLINE,T 7:00pm-7:50pm in ONLINE,"{'Tuesday': ('19:00', '19:50', 'ONLINE')}"
14978,CHEM,165D,01,Discussion Section,M 11.35-12.25 ONLINE,M 11:35am-12:25am,ONLINE,M 11:35am-12:25am in ONLINE,"{'Monday': ('11:35', '12:25', 'ONLINE')}"
14979,CHEM,165D,02,Discussion Section,M 8.00-8.50p ONLINE,M 8:00pm-8:50pm,ONLINE,M 8:00pm-8:50pm in ONLINE,"{'Monday': ('20:00', '20:50', 'ONLINE')}"
14980,CHEM,165D,03,Discussion Section,,,,,{}
14981,CHEM,165D,04,Discussion Section,T 8.00-8.50p ONLINE,T 8:00pm-8:50pm,ONLINE,T 8:00pm-8:50pm in ONLINE,"{'Tuesday': ('20:00', '20:50', 'ONLINE')}"
14798,CHEM,174D,01,Discussion Section,M 1.30-2.20 ONLINE,M 1:30pm-2:20pm,ONLINE,M 1:30pm-2:20pm in ONLINE,"{'Monday': ('13:30', '14:20', 'ONLINE')}"
14799,CHEM,174D,02,Discussion Section,M 2.30-3.20 ONLINE,M 2:30pm-3:20pm,ONLINE,M 2:30pm-3:20pm in ONLINE,"{'Monday': ('14:30', '15:20', 'ONLINE')}"
14800,CHEM,174D,03,Discussion Section,M 8.00-8.50p ONLINE,M 8:00pm-8:50pm,ONLINE,M 8:00pm-8:50pm in ONLINE,"{'Monday': ('20:00', '20:50', 'ONLINE')}"
14801,CHEM,174D,04,Discussion Section,T 1.30-2.20 ONLINE,T 1:30pm-2:20pm,ONLINE,T 1:30pm-2:20pm in ONLINE,"{'Tuesday': ('13:30', '14:20', 'ONLINE')}"
14802,CHEM,174D,05,Discussion Section,T 2.30-3.20 ONLINE,T 2:30pm-3:20pm,ONLINE,T 2:30pm-3:20pm in ONLINE,"{'Tuesday': ('14:30', '15:20', 'ONLINE')}"
14803,CHEM,174D,06,Discussion Section,T 8.00-8.50p ONLINE,T 8:00pm-8:50pm,ONLINE,T 8:00pm-8:50pm in ONLINE,"{'Tuesday': ('20:00', '20:50', 'ONLINE')}"
15643,CHEM,174D,07,Discussion Section,T 1.30-2.20 ONLINE,T 1:30pm-2:20pm,ONLINE,T 1:30pm-2:20pm in ONLINE,"{'Tuesday': ('13:30', '14:20', 'ONLINE')}"
15644,CHEM,174D,08,Discussion Section,T 8.00-8.50p ONLINE,T 8:00pm-8:50pm,ONLINE,T 8:00pm-8:50pm in ONLINE,"{'Tuesday': ('20:00', '20:50', 'ONLINE')}"
14982,CHEM,220D,01,Discussion Section,M 2.30-3.20 ONLINE,M 2:30pm-3:20pm,ONLINE,M 2:30pm-3:20pm in ONLINE,"{'Monday': ('14:30', '15:20', 'ONLINE')}"
14983,CHEM,220D,02,Discussion Section,M 2.30-3.20 ONLINE,M 2:30pm-3:20pm,ONLINE,M 2:30pm-3:20pm in ONLINE,"{'Monday': ('14:30', '15:20', 'ONLINE')}"
14984,CHEM,220D,03,Discussion Section,M 7.00-7.50p ONLINE,M 7:00pm-7:50pm,ONLINE,M 7:00pm-7:50pm in ONLINE,"{'Monday': ('19:00', '19:50', 'ONLINE')}"
14985,CHEM,220D,04,Discussion Section,T 11.35-12.25 ONLINE,T 11:35am-12:25am,ONLINE,T 11:35am-12:25am in ONLINE,"{'Tuesday': ('11:35', '12:25', 'ONLINE')}"
14986,CHEM,220D,05,Discussion Section,T 11.35-12.25 ONLINE,T 11:35am-12:25am,ONLINE,T 11:35am-12:25am in ONLINE,"{'Tuesday': ('11:35', '12:25', 'ONLINE')}"
14987,CHEM,220D,06,Discussion Section,T 2.30-3.20 ONLINE,T 2:30pm-3:20pm,ONLINE,T 2:30pm-3:20pm in ONLINE,"{'Tuesday': ('14:30', '15:20', 'ONLINE')}"
14988,CHEM,220D,07,Discussion Section,T 7.00-7.50p ONLINE,T 7:00pm-7:50pm,ONLINE,T 7:00pm-7:50pm in ONLINE,"{'Tuesday': ('19:00', '19:50', 'ONLINE')}"
14989,CHEM,220D,08,Discussion Section,T 8.00-8.50p ONLINE,T 8:00pm-8:50pm,ONLINE,T 8:00pm-8:50pm in ONLINE,"{'Tuesday': ('20:00', '20:50', 'ONLINE')}"
14990,CHEM,220D,09,Discussion Section,T 2.30-3.20 ONLINE,T 2:30pm-3:20pm,ONLINE,T 2:30pm-3:20pm in ONLINE,"{'Tuesday': ('14:30', '15:20', 'ONLINE')}"
14991,CHEM,220D,10,Discussion Section,W 2.30-3.20 ONLINE,W 2:30pm-3:20pm,ONLINE,W 2:30pm-3:20pm in ONLINE,"{'Wednesday': ('14:30', '15:20', 'ONLINE')}"
14992,CHEM,220D,11,Discussion Section,W 7.00-7.50p ONLINE,W 7:00pm-7:50pm,ONLINE,W 7:00pm-7:50pm in ONLINE,"{'Wednesday': ('19:00', '19:50', 'ONLINE')}"
14993,CHEM,220D,12,Discussion Section,W 8.00-8.50p ONLINE,W 8:00pm-8:50pm,ONLINE,W 8:00pm-8:50pm in ONLINE,"{'Wednesday': ('20:00', '20:50', 'ONLINE')}"
14994,CHEM,220D,13,Discussion Section,,,,,{}
14995,CHEM,220D,14,Discussion Section,Th 2.30-3.20 ONLINE,Th 2:30pm-3:20pm,ONLINE,Th 2:30pm-3:20pm in ONLINE,"{'Thursday': ('14:30', '15:20', 'ONLINE')}"
14996,CHEM,220D,15,Discussion Section,Th 7.00-7.50p ONLINE,Th 7:00pm-7:50pm,ONLINE,Th 7:00pm-7:50pm in ONLINE,"{'Thursday': ('19:00', '19:50', 'ONLINE')}"
14997,CHEM,220D,16,Discussion Section,Th 8.00-8.50p ONLINE,Th 8:00pm-8:50pm,ONLINE,Th 8:00pm-8:50pm in ONLINE,"{'Thursday': ('20:00', '20:50', 'ONLINE')}"
14804,CHEM,221D,01,Discussion section,M 1.30-2.20 ONLINE,M 1:30pm-2:20pm,ONLINE,M 1:30pm-2:20pm in ONLINE,"{'Monday': ('13:30', '14:20', 'ONLINE')}"
14805,CHEM,221D,02,Discussion section,M 8.00-8.50p ONLINE,M 8:00pm-8:50pm,ONLINE,M 8:00pm-8:50pm in ONLINE,"{'Monday': ('20:00', '20:50', 'ONLINE')}"
14806,CHEM,221D,03,Discussion section,T 1.30-2.20 ONLINE,T 1:30pm-2:20pm,ONLINE,T 1:30pm-2:20pm in ONLINE,"{'Tuesday': ('13:30', '14:20', 'ONLINE')}"
14807,CHEM,221D,04,Discussion section,T 8.00-8.50p ONLINE,T 8:00pm-8:50pm,ONLINE,T 8:00pm-8:50pm in ONLINE,"{'Tuesday': ('20:00', '20:50', 'ONLINE')}"
14808,CHEM,222LD,01,Lab Section,M 1.00-5.00 SCL 229,M 1:00pm-5:00pm,SCL 229,M 1:00pm-5:00pm in SCL 229,"{'Monday': ('13:00', '17:00', 'SCL 229')}"
14809,CHEM,222LD,02,Lab Section,F 1.00-5.00 ONLINE,F 1:00pm-5:00pm,ONLINE,F 1:00pm-5:00pm in ONLINE,"{'Friday': ('13:00', '17:00', 'ONLINE')}"
14810,CHEM,222LD,03,Lab Section,W 1.00-5.00 SCL 229,W 1:00pm-5:00pm,SCL 229,W 1:00pm-5:00pm in SCL 229,"{'Wednesday': ('13:00', '17:00', 'SCL 229')}"
14811,CHEM,222LD,04,Lab Section,Th 1.00-5.00 SCL 229,Th 1:00pm-5:00pm,SCL 229,Th 1:00pm-5:00pm in SCL 229,"{'Thursday': ('13:00', '17:00', 'SCL 229')}"
14812,CHEM,222LD,05,Lab Section,F 1.00-5.00 SCL 229,F 1:00pm-5:00pm,SCL 229,F 1:00pm-5:00pm in SCL 229,"{'Friday': ('13:00', '17:00', 'SCL 229')}"
15730,CHEM,222LD,06,Lab Section,M 1.00-5.00 SCL 229,M 1:00pm-5:00pm,SCL 229,M 1:00pm-5:00pm in SCL 229,"{'Monday': ('13:00', '17:00', 'SCL 229')}"
15731,CHEM,222LD,07,Lab Section,T 1.00-5.00 SCL 229,T 1:00pm-5:00pm,SCL 229,T 1:00pm-5:00pm in SCL 229,"{'Tuesday': ('13:00', '17:00', 'SCL 229')}"
15732,CHEM,222LD,08,Lab Section,T 1.00-5.00 ONLINE,T 1:00pm-5:00pm,ONLINE,T 1:00pm-5:00pm in ONLINE,"{'Tuesday': ('13:00', '17:00', 'ONLINE')}"
15733,CHEM,222LD,09,Lab Section,W 1.00-5.00 SCL 229,W 1:00pm-5:00pm,SCL 229,W 1:00pm-5:00pm in SCL 229,"{'Wednesday': ('13:00', '17:00', 'SCL 229')}"
15734,CHEM,222LD,10,Lab Section,W 1.00-5.00 ONLINE,W 1:00pm-5:00pm,ONLINE,W 1:00pm-5:00pm in ONLINE,"{'Wednesday': ('13:00', '17:00', 'ONLINE')}"
15735,CHEM,222LD,11,Lab Section,Th 1.00-5.00 SCL 229,Th 1:00pm-5:00pm,SCL 229,Th 1:00pm-5:00pm in SCL 229,"{'Thursday': ('13:00', '17:00', 'SCL 229')}"
15736,CHEM,222LD,12,Lab Section,Th 1.00-5.00 ONLINE,Th 1:00pm-5:00pm,ONLINE,Th 1:00pm-5:00pm in ONLINE,"{'Thursday': ('13:00', '17:00', 'ONLINE')}"
15737,CHEM,222LD,13,Lab Section,Th 1.00-5.00 ONLINE,Th 1:00pm-5:00pm,ONLINE,Th 1:00pm-5:00pm in ONLINE,"{'Thursday': ('13:00', '17:00', 'ONLINE')}"
15738,CHEM,222LD,14,Lab Section,F 1.00-5.00 SCL 229,F 1:00pm-5:00pm,SCL 229,F 1:00pm-5:00pm in SCL 229,"{'Friday': ('13:00', '17:00', 'SCL 229')}"
15739,CHEM,222LD,15,Lab Section,F 1.00-5.00 SCL 229,F 1:00pm-5:00pm,SCL 229,F 1:00pm-5:00pm in SCL 229,"{'Friday': ('13:00', '17:00', 'SCL 229')}"
15740,CHEM,222LD,16,Lab Section,F 1.00-5.00 SCL 229,F 1:00pm-5:00pm,SCL 229,F 1:00pm-5:00pm in SCL 229,"{'Friday': ('13:00', '17:00', 'SCL 229')}"
