section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
16162,ARCH,3011D,11,Modern Arch. Discu. Fein,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
15490,ARCH,312D,01,Discussion Section,T 1.30-2.20 ONLINE,T 1:30pm-2:20pm,ONLINE,T 1:30pm-2:20pm in ONLINE,"{'Tuesday': ('13:30', '14:20', 'ONLINE')}"
15492,ARCH,312D,02,Discussion Section,T 2.30-3.20 ONLINE,T 2:30pm-3:20pm,ONLINE,T 2:30pm-3:20pm in ONLINE,"{'Tuesday': ('14:30', '15:20', 'ONLINE')}"
15494,ARCH,312D,03,Discussion Section,T 3.30-4.20 ONLINE,T 3:30pm-4:20pm,ONLINE,T 3:30pm-4:20pm in ONLINE,"{'Tuesday': ('15:30', '16:20', 'ONLINE')}"
15496,ARCH,312D,04,Discussion Section,W 1.30-2.20 ONLINE,W 1:30pm-2:20pm,ONLINE,W 1:30pm-2:20pm in ONLINE,"{'Wednesday': ('13:30', '14:20', 'ONLINE')}"
15498,ARCH,312D,05,Discussion Section,W 2.30-3.20 ONLINE,W 2:30pm-3:20pm,ONLINE,W 2:30pm-3:20pm in ONLINE,"{'Wednesday': ('14:30', '15:20', 'ONLINE')}"
15500,ARCH,312D,06,Discussion Section,W 3.30-4.20 ONLINE,W 3:30pm-4:20pm,ONLINE,W 3:30pm-4:20pm in ONLINE,"{'Wednesday': ('15:30', '16:20', 'ONLINE')}"
15502,ARCH,312D,07,Discussion Section,Th 3.30-4.20 ONLINE,Th 3:30pm-4:20pm,ONLINE,Th 3:30pm-4:20pm in ONLINE,"{'Thursday': ('15:30', '16:20', 'ONLINE')}"
15504,ARCH,312D,08,Discussion Section,Th 4.30-5.20 ONLINE,Th 4:30pm-5:20pm,ONLINE,Th 4:30pm-5:20pm in ONLINE,"{'Thursday': ('16:30', '17:20', 'ONLINE')}"
15506,ARCH,312D,09,Discussion Section,,,,,{}
15917,ARCH,312D,10,Discussion Section,T 4.30-5.20,T 4:30pm-5:20pm,,T 4:30pm-5:20pm,"{'Tuesday': ('16:30', '17:20', '')}"
16060,ARCH,312D,11,Discussion Section,,,,,{}
16210,ARCH,312D,12,Discussion Section,T 4.30-5.20,T 4:30pm-5:20pm,,T 4:30pm-5:20pm,"{'Tuesday': ('16:30', '17:20', '')}"
16208,ARCH,312D,13,Discussion Section,T 4.00-4.50,T 4:00pm-4:50pm,,T 4:00pm-4:50pm,"{'Tuesday': ('16:00', '16:50', '')}"
15045,BENG,350D,01,Discussion Section,M 5.00-5.50 ONLINE,M 5:00pm-5:50pm,ONLINE,M 5:00pm-5:50pm in ONLINE,"{'Monday': ('17:00', '17:50', 'ONLINE')}"
15047,BENG,350D,02,Discussion Section,M 7.00-7.50p ONLINE,M 7:00pm-7:50pm,ONLINE,M 7:00pm-7:50pm in ONLINE,"{'Monday': ('19:00', '19:50', 'ONLINE')}"
15049,BENG,350D,03,Discussion Section,M 7.00-7.50p ONLINE,M 7:00pm-7:50pm,ONLINE,M 7:00pm-7:50pm in ONLINE,"{'Monday': ('19:00', '19:50', 'ONLINE')}"
15051,BENG,350D,04,Discussion Section,M 8.00-8.50p ONLINE,M 8:00pm-8:50pm,ONLINE,M 8:00pm-8:50pm in ONLINE,"{'Monday': ('20:00', '20:50', 'ONLINE')}"
15053,BENG,350D,05,Discussion Section,T 7.00-7.50p ONLINE,T 7:00pm-7:50pm,ONLINE,T 7:00pm-7:50pm in ONLINE,"{'Tuesday': ('19:00', '19:50', 'ONLINE')}"
15055,BENG,350D,06,Discussion Section,T 7.00-7.50p ONLINE,T 7:00pm-7:50pm,ONLINE,T 7:00pm-7:50pm in ONLINE,"{'Tuesday': ('19:00', '19:50', 'ONLINE')}"
15510,BENG,355LD,01,Discussion Section,M 1.00-1.50 ONLINE,M 1:00pm-1:50pm,ONLINE,M 1:00pm-1:50pm in ONLINE,"{'Monday': ('13:00', '13:50', 'ONLINE')}"
15511,BENG,355LD,02,Discussion Section,M 1.00-1.50 ONLINE,M 1:00pm-1:50pm,ONLINE,M 1:00pm-1:50pm in ONLINE,"{'Monday': ('13:00', '13:50', 'ONLINE')}"
15512,BENG,355LD,03,Discussion Section,F 1.00-1.50 ONLINE,F 1:00pm-1:50pm,ONLINE,F 1:00pm-1:50pm in ONLINE,"{'Friday': ('13:00', '13:50', 'ONLINE')}"
15523,BENG,410D,01,Discussion Section,W 7.00-7.50p ONLINE,W 7:00pm-7:50pm,ONLINE,W 7:00pm-7:50pm in ONLINE,"{'Wednesday': ('19:00', '19:50', 'ONLINE')}"
15508,BENG,422D,01,Discussion Section,F 7.00-7.50p ONLINE,F 7:00pm-7:50pm,ONLINE,F 7:00pm-7:50pm in ONLINE,"{'Friday': ('19:00', '19:50', 'ONLINE')}"
15509,BENG,480D,01,Discussion Section,Th 7.00-7.50p ONLINE,Th 7:00pm-7:50pm,ONLINE,Th 7:00pm-7:50pm in ONLINE,"{'Thursday': ('19:00', '19:50', 'ONLINE')}"
14670,BIOL,101D,01,Discussion Section,W 9.00-9.50p ONLINE,W 9:00pm-9:50pm,ONLINE,W 9:00pm-9:50pm in ONLINE,"{'Wednesday': ('21:00', '21:50', 'ONLINE')}"
14671,BIOL,101D,02,Discussion Section,W 9.00-9.50p ONLINE,W 9:00pm-9:50pm,ONLINE,W 9:00pm-9:50pm in ONLINE,"{'Wednesday': ('21:00', '21:50', 'ONLINE')}"
14672,BIOL,101D,03,Discussion Section,Th 9.25-10.15 ONLINE,Th 9:25am-10:15am,ONLINE,Th 9:25am-10:15am in ONLINE,"{'Thursday': ('9:25', '10:15', 'ONLINE')}"
14673,BIOL,101D,04,Discussion Section,Th 10.30-11.20 ONLINE,Th 10:30am-11:20am,ONLINE,Th 10:30am-11:20am in ONLINE,"{'Thursday': ('10:30', '11:20', 'ONLINE')}"
14674,BIOL,101D,05,Discussion Section,Th 10.30-11.20 ONLINE,Th 10:30am-11:20am,ONLINE,Th 10:30am-11:20am in ONLINE,"{'Thursday': ('10:30', '11:20', 'ONLINE')}"
14675,BIOL,101D,06,Discussion Section,Th 7.00-7.50p ONLINE,Th 7:00pm-7:50pm,ONLINE,Th 7:00pm-7:50pm in ONLINE,"{'Thursday': ('19:00', '19:50', 'ONLINE')}"
14676,BIOL,101D,07,Discussion Section,Th 7.00-7.50p ONLINE,Th 7:00pm-7:50pm,ONLINE,Th 7:00pm-7:50pm in ONLINE,"{'Thursday': ('19:00', '19:50', 'ONLINE')}"
14677,BIOL,101D,08,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14678,BIOL,101D,09,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
14679,BIOL,101D,10,Discussion Section,F 11.35-12.25 ONLINE,F 11:35am-12:25am,ONLINE,F 11:35am-12:25am in ONLINE,"{'Friday': ('11:35', '12:25', 'ONLINE')}"
